yearQtr,year,qtr,householdDebt,effFundsRate,autoDealerSales,autoLoan,caseShillerIndex,cpi,fed1YearYield,fed10YearYield,fed30YearYield,fed1MonthYield,fed3MonthYield,ppi,gdp,consumerRent,unemploymentRate,householdDebtToGdp,studentLoan,medianHomePrice,german10Yr,fed10YrReal
2019-4,2019,4,14.145,1.56,93076,258.444,213.789,258.444,1.55,1.86,2.3,1.55,1.57,199.2,21734.266,335.958,3.5,,1643.18653,324500,-0.3,0.14
