Bias,fed10YearYield,fed30YearYield,german10Yr,unemploymentRate,cpi,consumerRent,fed3MonthYield,caseShillerIndex,ppi
-9.37356,-0.790002,0.534679,0.495695,0.428106,-0.0940645,0.0798328,0.0515536,0.0503518,0.047038
