Bias,fed10YearYield,fed30YearYield,german10Yr,unemploymentRate,cpi,consumerRent,caseShillerIndex,fed3MonthYield,ppi,gdp,medianHomePrice
-10.0621,-0.762802,0.526751,0.465755,0.41506,-0.0862654,0.0818525,0.0510028,0.0495154,0.0466709,-8.05122E-05,-9.67E-07
